"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02148V02965","Type of Animal","C02196V04140","Region","UNIT","VALUE"
"AAA09","Number of Livestock in June","2022","2022","06","Total mules, jennets and asses","IE053","South-West","000 Head","0.3"
"AAA09","Number of Livestock in June","2022","2022","06","Total mules, jennets and asses","IE06","Eastern and Midland","000 Head","3.8"
"AAA09","Number of Livestock in June","2022","2022","06","Total mules, jennets and asses","IE06106","Dublin and Mid-East","000 Head","0.4"
"AAA09","Number of Livestock in June","2022","2022","06","Total mules, jennets and asses","IE063","Midland","000 Head","3.4"
"AAA09","Number of Livestock in June","2022","2022","07","Total goats","-","State","000 Head","8.1"
"AAA09","Number of Livestock in June","2022","2022","07","Total goats","IE04","Northern and Western","000 Head","3"
"AAA09","Number of Livestock in June","2022","2022","07","Total goats","IE041","Border","000 Head","1.8"
"AAA09","Number of Livestock in June","2022","2022","07","Total goats","IE042","West","000 Head","1.2"
"AAA09","Number of Livestock in June","2022","2022","07","Total goats","IE05","Southern","000 Head","3.3"
"AAA09","Number of Livestock in June","2022","2022","07","Total goats","IE051","Mid-West","000 Head","1.4"
"AAA09","Number of Livestock in June","2022","2022","07","Total goats","IE052","South-East","000 Head","0.7"
"AAA09","Number of Livestock in June","2022","2022","07","Total goats","IE053","South-West","000 Head","1.2"
"AAA09","Number of Livestock in June","2022","2022","07","Total goats","IE06","Eastern and Midland","000 Head","1.8"
"AAA09","Number of Livestock in June","2022","2022","07","Total goats","IE06106","Dublin and Mid-East","000 Head","0.8"
"AAA09","Number of Livestock in June","2022","2022","07","Total goats","IE063","Midland","000 Head","1"
"AAA09","Number of Livestock in June","2022","2022","08","Total farmed deer","-","State","000 Head","."
"AAA09","Number of Livestock in June","2022","2022","08","Total farmed deer","IE04","Northern and Western","000 Head","."
"AAA09","Number of Livestock in June","2022","2022","08","Total farmed deer","IE041","Border","000 Head","."
"AAA09","Number of Livestock in June","2022","2022","08","Total farmed deer","IE042","West","000 Head","."
"AAA09","Number of Livestock in June","2022","2022","08","Total farmed deer","IE05","Southern","000 Head","."
"AAA09","Number of Livestock in June","2022","2022","08","Total farmed deer","IE051","Mid-West","000 Head","."
"AAA09","Number of Livestock in June","2022","2022","08","Total farmed deer","IE052","South-East","000 Head","."
"AAA09","Number of Livestock in June","2022","2022","08","Total farmed deer","IE053","South-West","000 Head","."
"AAA09","Number of Livestock in June","2022","2022","08","Total farmed deer","IE06","Eastern and Midland","000 Head","."
"AAA09","Number of Livestock in June","2022","2022","08","Total farmed deer","IE06106","Dublin and Mid-East","000 Head","."
"AAA09","Number of Livestock in June","2022","2022","08","Total farmed deer","IE063","Midland","000 Head","."
"AAA09","Number of Livestock in June","2023","2023","01","Total cattle","-","State","000 Head","7341.5"
"AAA09","Number of Livestock in June","2023","2023","01","Total cattle","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01","Total cattle","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01","Total cattle","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01","Total cattle","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01","Total cattle","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01","Total cattle","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01","Total cattle","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01","Total cattle","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01","Total cattle","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01","Total cattle","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0111","Cows","-","State","000 Head","2518.8"
"AAA09","Number of Livestock in June","2023","2023","0111","Cows","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0111","Cows","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0111","Cows","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0111","Cows","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0111","Cows","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0111","Cows","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0111","Cows","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0111","Cows","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0111","Cows","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0111","Cows","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01111","Dairy cows","-","State","000 Head","1646.6"
"AAA09","Number of Livestock in June","2023","2023","01111","Dairy cows","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01111","Dairy cows","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01111","Dairy cows","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01111","Dairy cows","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01111","Dairy cows","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01111","Dairy cows","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01111","Dairy cows","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01111","Dairy cows","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01111","Dairy cows","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01111","Dairy cows","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01112","Other cows","-","State","000 Head","872.1"
"AAA09","Number of Livestock in June","2023","2023","01112","Other cows","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01112","Other cows","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01112","Other cows","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01112","Other cows","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01112","Other cows","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01112","Other cows","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01112","Other cows","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01112","Other cows","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01112","Other cows","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01112","Other cows","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0113","Bulls","-","State","000 Head","46.5"
"AAA09","Number of Livestock in June","2023","2023","0113","Bulls","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0113","Bulls","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0113","Bulls","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0113","Bulls","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0113","Bulls","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0113","Bulls","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0113","Bulls","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0113","Bulls","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0113","Bulls","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0113","Bulls","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0133","Cattle: 2 years and over","-","State","000 Head","791.3"
"AAA09","Number of Livestock in June","2023","2023","0133","Cattle: 2 years and over","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0133","Cattle: 2 years and over","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0133","Cattle: 2 years and over","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0133","Cattle: 2 years and over","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0133","Cattle: 2 years and over","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0133","Cattle: 2 years and over","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0133","Cattle: 2 years and over","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0133","Cattle: 2 years and over","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0133","Cattle: 2 years and over","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0133","Cattle: 2 years and over","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01331","Cattle male: 2 years and over","-","State","000 Head","415.7"
"AAA09","Number of Livestock in June","2023","2023","01331","Cattle male: 2 years and over","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01331","Cattle male: 2 years and over","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01331","Cattle male: 2 years and over","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01331","Cattle male: 2 years and over","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01331","Cattle male: 2 years and over","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01331","Cattle male: 2 years and over","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01331","Cattle male: 2 years and over","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01331","Cattle male: 2 years and over","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01331","Cattle male: 2 years and over","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01331","Cattle male: 2 years and over","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01332","Cattle female: 2 years and over","-","State","000 Head","375.6"
"AAA09","Number of Livestock in June","2023","2023","01332","Cattle female: 2 years and over","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01332","Cattle female: 2 years and over","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01332","Cattle female: 2 years and over","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01332","Cattle female: 2 years and over","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01332","Cattle female: 2 years and over","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01332","Cattle female: 2 years and over","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01332","Cattle female: 2 years and over","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01332","Cattle female: 2 years and over","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01332","Cattle female: 2 years and over","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01332","Cattle female: 2 years and over","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0134","Cattle: 1-2 years","-","State","000 Head","1910.8"
"AAA09","Number of Livestock in June","2023","2023","0134","Cattle: 1-2 years","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0134","Cattle: 1-2 years","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0134","Cattle: 1-2 years","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0134","Cattle: 1-2 years","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0134","Cattle: 1-2 years","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0134","Cattle: 1-2 years","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0134","Cattle: 1-2 years","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0134","Cattle: 1-2 years","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0134","Cattle: 1-2 years","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0134","Cattle: 1-2 years","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01341","Cattle male: 1-2 years","-","State","000 Head","847.9"
"AAA09","Number of Livestock in June","2023","2023","01341","Cattle male: 1-2 years","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01341","Cattle male: 1-2 years","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01341","Cattle male: 1-2 years","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01341","Cattle male: 1-2 years","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01341","Cattle male: 1-2 years","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01341","Cattle male: 1-2 years","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01341","Cattle male: 1-2 years","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01341","Cattle male: 1-2 years","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01341","Cattle male: 1-2 years","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01341","Cattle male: 1-2 years","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01342","Cattle female: 1-2 years","-","State","000 Head","1062.9"
"AAA09","Number of Livestock in June","2023","2023","01342","Cattle female: 1-2 years","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01342","Cattle female: 1-2 years","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01342","Cattle female: 1-2 years","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01342","Cattle female: 1-2 years","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01342","Cattle female: 1-2 years","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01342","Cattle female: 1-2 years","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01342","Cattle female: 1-2 years","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01342","Cattle female: 1-2 years","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01342","Cattle female: 1-2 years","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01342","Cattle female: 1-2 years","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0135","Cattle: under 1 year","-","State","000 Head","2074.2"
"AAA09","Number of Livestock in June","2023","2023","0135","Cattle: under 1 year","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0135","Cattle: under 1 year","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0135","Cattle: under 1 year","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0135","Cattle: under 1 year","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0135","Cattle: under 1 year","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0135","Cattle: under 1 year","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0135","Cattle: under 1 year","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0135","Cattle: under 1 year","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0135","Cattle: under 1 year","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0135","Cattle: under 1 year","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01351","Cattle male: under 1 year","-","State","000 Head","953.4"
"AAA09","Number of Livestock in June","2023","2023","01351","Cattle male: under 1 year","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01351","Cattle male: under 1 year","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01351","Cattle male: under 1 year","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01351","Cattle male: under 1 year","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01351","Cattle male: under 1 year","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01351","Cattle male: under 1 year","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01351","Cattle male: under 1 year","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01351","Cattle male: under 1 year","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01351","Cattle male: under 1 year","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01351","Cattle male: under 1 year","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01352","Cattle female: under 1 year","-","State","000 Head","1120.8"
"AAA09","Number of Livestock in June","2023","2023","01352","Cattle female: under 1 year","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01352","Cattle female: under 1 year","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01352","Cattle female: under 1 year","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01352","Cattle female: under 1 year","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01352","Cattle female: under 1 year","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01352","Cattle female: under 1 year","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01352","Cattle female: under 1 year","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01352","Cattle female: under 1 year","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01352","Cattle female: under 1 year","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","01352","Cattle female: under 1 year","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0136","Total cattle: male","-","State","000 Head","2263.3"
"AAA09","Number of Livestock in June","2023","2023","0136","Total cattle: male","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0136","Total cattle: male","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0136","Total cattle: male","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0136","Total cattle: male","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0136","Total cattle: male","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0136","Total cattle: male","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0136","Total cattle: male","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0136","Total cattle: male","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0136","Total cattle: male","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0136","Total cattle: male","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0137","Total cattle: female","-","State","000 Head","5078.1"
"AAA09","Number of Livestock in June","2023","2023","0137","Total cattle: female","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0137","Total cattle: female","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0137","Total cattle: female","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0137","Total cattle: female","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0137","Total cattle: female","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0137","Total cattle: female","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0137","Total cattle: female","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0137","Total cattle: female","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0137","Total cattle: female","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0137","Total cattle: female","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02","Total sheep","-","State","000 Head","5983.5"
"AAA09","Number of Livestock in June","2023","2023","02","Total sheep","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02","Total sheep","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02","Total sheep","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02","Total sheep","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02","Total sheep","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02","Total sheep","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02","Total sheep","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02","Total sheep","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02","Total sheep","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02","Total sheep","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","021","Breeding sheep","-","State","000 Head","2967.3"
"AAA09","Number of Livestock in June","2023","2023","021","Breeding sheep","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","021","Breeding sheep","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","021","Breeding sheep","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","021","Breeding sheep","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","021","Breeding sheep","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","021","Breeding sheep","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","021","Breeding sheep","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","021","Breeding sheep","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","021","Breeding sheep","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","021","Breeding sheep","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0211","Ewes","-","State","000 Head","2879.9"
"AAA09","Number of Livestock in June","2023","2023","0211","Ewes","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0211","Ewes","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0211","Ewes","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0211","Ewes","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0211","Ewes","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0211","Ewes","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0211","Ewes","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0211","Ewes","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0211","Ewes","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0211","Ewes","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02111","Ewes: 2 years and over","-","State","000 Head","2354.2"
"AAA09","Number of Livestock in June","2023","2023","02111","Ewes: 2 years and over","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02111","Ewes: 2 years and over","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02111","Ewes: 2 years and over","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02111","Ewes: 2 years and over","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02111","Ewes: 2 years and over","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02111","Ewes: 2 years and over","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02111","Ewes: 2 years and over","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02111","Ewes: 2 years and over","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02111","Ewes: 2 years and over","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02111","Ewes: 2 years and over","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02112","Ewes: under 2 years","-","State","000 Head","525.7"
"AAA09","Number of Livestock in June","2023","2023","02112","Ewes: under 2 years","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02112","Ewes: under 2 years","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02112","Ewes: under 2 years","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02112","Ewes: under 2 years","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02112","Ewes: under 2 years","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02112","Ewes: under 2 years","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02112","Ewes: under 2 years","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02112","Ewes: under 2 years","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02112","Ewes: under 2 years","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","02112","Ewes: under 2 years","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0212","Rams","-","State","000 Head","87.4"
"AAA09","Number of Livestock in June","2023","2023","0212","Rams","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0212","Rams","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0212","Rams","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0212","Rams","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0212","Rams","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0212","Rams","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0212","Rams","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0212","Rams","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0212","Rams","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0212","Rams","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","022","Other sheep","-","State","000 Head","3016.2"
"AAA09","Number of Livestock in June","2023","2023","022","Other sheep","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","022","Other sheep","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","022","Other sheep","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","022","Other sheep","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","022","Other sheep","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","022","Other sheep","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","022","Other sheep","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","022","Other sheep","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","022","Other sheep","IE06106","Dublin and Mid-East","000 Head",""
